2004,75.9,14.5
2005,85.5,20
2006,101.6,19
2007,131.2,39.2
2008,142.1,43.5
2009,95.5,59.5
2010,65.1,106.6
2011,47.4,122
2012,10.1,111.1
2013,7.2,91.5
2014,3.2,88.3
2015,1,35.1
